id,text,symbol,filing_time,topic_ids,label,Comments
815,"As a result, estimates of the quantities and qualities of economically recoverable coal attributable to any particular group of properties, classifications of reserves based on risk of recovery, estimated cost of production, and estimates of future net cash flows expected from these properties as prepared by different engineers, or by the same engineers at different times, may vary materially due to changes in the above factors and assumptions.",arch,2013-03,"[7, 10]",0,
816,"Our rights to participate in any distribution of our subsidiaries' assets upon their liquidation, reorganization or insolvency would generally be subject to the prior claims of the subsidiaries' creditors, including any trade creditors.",fcx,2016-02,[0],0,
817,"Carbon dioxide, which is considered to be a greenhouse gas, is a by-product of burning coal.",arch,2019-02,[12],0,
818,"In September 2018, in response to tariffs on Chinese goods implemented by the United States, China imposed a 10% tariff on lead concentrates and a 20% tariff on silver concentrates, which we produce and ship to China and from time to time.",hl,2021-02,"[4, 5]",0,
819,These factors include: (i) macroeconomic factors; (ii) fluctuations in the market price of uranium; (iii) governmental regulations; (iv) land tenure and use; (v) regulations concerning the importing and exporting of uranium; and (vi) environmental protection regulations.,uec,2021-10,[2],0,
820,"Subsequently, a dispute over the legality of the purchase under relevant laws and regulations arose between certain members of parliament and the Ministry of Finance, and the transaction never closed despite NTPBV and the agency repeatedly agreeing to extend the period for satisfying the closing conditions.",nem,2016-02,[2],0,
821,"We base our estimates of reclamation and mine closure liabilities on permit requirements, engineering studies and our engineering expertise related to these requirements.",arch,2016-03,"[2, 7]",0,
822,"Investment in our units by tax-exempt entities, such as individual retirement accounts (known as IRAs) and non-U.S. persons, raises issues unique to them.",arlp,2011-02,"[8, 15]",0,
823,"Under our Credit Facility, we must comply with certain financial covenants on a quarterly basis including a minimum interest coverage ratio and a maximum leverage ratio, as defined.",btu,2012-02,[0],1,
824,The values of our properties are subject to volatility in the price of gold and any other deposits we may seek or locate.,usau,2021-07,[10],0,
825,"Any refinancing of our debt could be at higher interest rates and may require us to comply with more onerous covenants, which could further restrict our business operations.",amr,2022-03,[0],0,
826,"If we cannot successfully negotiate new collective bargaining agreements, we may experience significant increases in the cost of labor or a disruption in our operations.",cmp,2012-02,[13],0,
827,"Several federal and state regulatory authorities, including MSHA and OSHA, may continue to propose changes in their regulations regarding workplace exposure to crystalline silica, such as permissible exposure limits and required controls and personal protective equipment.",slca,2018-02,[2],1,
828,"As of December 31, 2009, we had $1.5 billion of available borrowing capacity under our Senior Unsecured Credit Facility, net of outstanding letters of credit.",btu,2010-02,[0],0,
829,Amounts outstanding under the Facility Agreement incur interest at the 90-day LIBOR rate plus 5% with interest being payable quarterly.,xpl,2013-03,"[0, 6]",0,
830,"* Through March 27, 2007 The closing prices of silver, zinc and lead on March 27, 2007 were $13.27 per troy ounce, $1.45 per pound and $0.84 per pound, respectively.",aumn,2007-04,[10],0,
831,"Factors that could cause fluctuation in the price of our common stock may include, among other things: In the past, securities class action litigation has often been instituted against companies following periods of volatility in their stock price.",vgz,2018-03,[3],0,
832,"On December 24, 2018, two individual plaintiffs, who are members of the Ghana Parliament, filed a writ to invoke the original jurisdiction of the Supreme Court of Ghana.",nem,2020-02,[11],0,
833,We do not currently maintain key person life insurance on any of our key employees.,cmp,2010-02,[8],0,
834,It involves many risks and is often non-productive.,hl,2016-02,[0],0,
835,The estimated valuation of Golden Minerals Company was based on certain generally accepted valuation analyses and is not intended to represent the trading value of the common stock in public or private markets.,aumn,2009-03,"[3, 10]",0,
836,"Our common stock may continue to trade even though it will be extinguished, canceled and discharged on the Plan Effective Date if the Plan becomes effective.",btu,2017-03,"[3, 6]",0,
